id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
1312228,Rental unit in Brooklyn · ★5.0 · 1 bedroom,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55.0,30,3,2015-12-20,0.03,1,0,0,No License,5.0 ,1,1,Not specified
45277537,Rental unit in New York · ★4.67 · 2 bedrooms · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76661,-73.9881,Entire home/apt,144.0,30,9,2023-05-01,0.24,139,364,2,No License,4.67 ,2,1,1
971353993633883038,Rental unit in New York · ★4.17 · 1 bedroom · 2 beds · 1 bath,528871354,Joshua,Manhattan,Chelsea,40.75076357257111,-73.99460514502687,Entire home/apt,187.0,2,6,2023-12-18,1.67,1,343,6,Exempt,4.17 ,1,2,1
3857863,Rental unit in New York · ★4.64 · 1 bedroom · 1 private bath,19902271,John And Catherine,Manhattan,Washington Heights,40.8356,-73.9425,Private room,120.0,30,156,2023-09-17,1.38,2,363,12,No License,4.64 ,1,1,1
40896611,Condo in New York · ★4.91 · Studio · 1 bed · 1 bath,61391963,Stay With Vibe,Manhattan,Murray Hill,40.75112,-73.9786,Entire home/apt,85.0,30,11,2023-12-03,0.24,133,335,3,No License,4.91 ,Studio,1,1
49584983,Rental unit in New York · ★5.0 · 1 bedroom · 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.75995,-73.99296,Entire home/apt,115.0,30,5,2023-07-29,0.16,139,276,2,No License,5.0 ,1,1,1
45457047,Rental unit in New York · ★4.33 · Studio · 1 bed · 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76737,-73.98787,Entire home/apt,105.0,30,3,2022-08-31,0.1,139,364,0,No License,4.33 ,Studio,1,1
45847112,Rental unit in New York · ★4.50 · 2 bedrooms · 2 beds · 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76519,-73.99013,Entire home/apt,130.0,30,10,2023-05-30,0.26,139,295,2,No License,4.50 ,2,2,1
19280212,Rental unit in Brooklyn · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,2526182,Margaux,Brooklyn,Williamsburg,40.71153,-73.95312,Private room,90.0,30,19,2023-10-01,0.24,2,5,2,No License,4.79 ,1,1,1
895681617796889995,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,14251313,Kristin,Brooklyn,Sunset Park,40.65891327003646,-73.9895897321432,Entire home/apt,292.0,30,12,2023-10-19,1.71,1,365,12,No License,4.67 ,1,1,1
17367484,Rental unit in Queens · 1 bedroom · 2 beds · 1 shared bath,84109314,Mary,Queens,Astoria,40.76068,-73.90926,Private room,120.0,30,1,2023-08-21,0.22,1,365,1,No License,No rating,1,2,1
22066430,Rental unit in Brooklyn · ★4.71 · Studio · 1 bed · 1 bath,20604809,Houman,Brooklyn,Williamsburg,40.7132,-73.96176,Entire home/apt,160.0,30,49,2023-10-08,0.67,1,0,7,No License,4.71 ,Studio,1,1
929978463825862773,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,21662972,Youning,Manhattan,Financial District,40.709993540875125,-74.00499963435044,Entire home/apt,100.0,30,1,2023-08-30,0.23,1,38,1,No License,No rating,1,1,1
26448665,Rental unit in Queens · 1 bedroom · 1 bed · 1 bath,38713773,Fabrizio,Queens,Sunnyside,40.74347,-73.91396,Private room,70.0,30,1,2019-11-03,0.02,1,0,0,No License,No rating,1,1,1
28224871,Rental unit in New York · ★3.20 · 2 bedrooms · 3 beds · 1 bath,187148732,Yehudah,Manhattan,Washington Heights,40.83969,-73.93861,Entire home/apt,164.0,30,5,2019-04-13,0.08,1,0,0,No License,3.20 ,2,3,1
29923599,Serviced apartment in New York City · Studio · 2 beds · 1 bath,220229838,Chamber Hotel,Manhattan,Midtown,40.76176,-73.97659,Hotel room,1000.0,30,1,2019-07-02,0.02,10,363,0,Exempt,No rating,Studio,2,1
23053827,Home in East Elmhurst  · 1 bedroom · 1 bed · 1 shared bath,171107511,Paola,Queens,East Elmhurst,40.76529,-73.86361,Private room,45.0,30,1,2018-10-07,0.02,1,0,0,No License,No rating,1,1,1
34718504,Condo in New York · 2 bedrooms · 2 beds · 2 baths,6674394,Eri,Manhattan,Upper West Side,40.79283,-73.9719,Entire home/apt,425.0,180,1,2019-06-25,0.02,1,358,0,No License,No rating,2,2,2
39022484,Serviced apartment in New York · ★4.80 · 1 bedroom · 1 bed · 1 private bath,241889662,Incentra Village Guest House,Manhattan,West Village,40.73888,-74.00343,Private room,196.0,30,5,2022-07-26,0.1,12,0,0,No License,4.80 ,1,1,1
34511726,Rental unit in Brooklyn · ★4.65 · 1 bedroom · 1 bed · 1 bath,260475429,Zahira,Brooklyn,Kensington,40.64304,-73.97964,Entire home/apt,120.0,30,26,2020-03-15,0.47,2,0,0,No License,4.65 ,1,1,1
35376453,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1 bath,234383668,Federica,Brooklyn,Williamsburg,40.71336,-73.95495,Entire home/apt,100.0,30,1,2019-08-10,0.02,1,0,0,No License,No rating,1,2,1
34621385,Rental unit in Brooklyn · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3899139,David,Brooklyn,Bushwick,40.70477,-73.92671,Entire home/apt,220.0,30,12,2020-01-05,0.21,1,0,0,No License,5.0 ,2,2,1
36819630,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 bath,188207570,Claire,Brooklyn,Red Hook,40.67673,-74.00194,Entire home/apt,84.0,30,4,2020-12-12,0.08,1,0,0,No License,4.75 ,1,1,1
35574095,Rental unit in New York · 1 bedroom · 1 bed · 1 private bath,7258900,Jill,Manhattan,Tribeca,40.71446,-74.00826,Private room,200.0,30,1,2019-06-14,0.02,1,0,0,No License,No rating,1,1,1
950726818995939836,Hotel in New York · 1 bedroom · 1 bed · 1 bath,215565541,LuxUrban,Manhattan,Hell's Kitchen,40.76034569999999,-73.9877968,Private room,261.0,1,2,2023-11-22,0.5,35,0,2,Exempt,No rating,1,1,1
40658238,Townhouse in Queens · 1 bedroom · 2 beds · 1 shared bath,150022684,Hoang,Queens,Woodside,40.74376,-73.90008,Private room,85.0,30,1,2020-01-03,0.02,1,0,0,No License,No rating,1,2,1
39558009,Rental unit in New York · 1 bedroom · 1 bed · 1.5 baths,303941435,David,Manhattan,Roosevelt Island,40.76381,-73.94959,Private room,70.0,30,1,2020-01-20,0.02,1,0,0,No License,No rating,1,1,1.5
39899915,Rental unit in The Bronx · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,307330962,Juan,Bronx,Concourse Village,40.82859,-73.91957,Private room,60.0,30,9,2022-01-02,0.18,1,2,0,No License,4.89 ,1,1,1
7070705,Rental unit in Brooklyn · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,37072479,Joseph,Brooklyn,Williamsburg,40.71905,-73.95937,Private room,90.0,30,7,2019-01-02,0.09,3,0,0,No License,4.43 ,1,1,1
593512409390835064,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,4068562,Dominique,Manhattan,Harlem,40.82378,-73.9508,Entire home/apt,75.0,30,2,2023-05-31,0.17,1,0,2,No License,No rating,1,1,1
45938560,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6913051,Ivan,Brooklyn,Williamsburg,40.71265,-73.96539,Private room,106.0,30,8,2023-09-15,0.22,1,15,5,No License,5.0 ,1,1,1
46156111,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,3223938,Eugene,Brooklyn,Flatbush,40.65442,-73.95565,Private room,36.0,90,1,2020-12-01,0.03,589,0,0,No License,No rating,1,1,2
952770872245256198,Hotel in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1 bath,215565541,LuxUrban,Brooklyn,Williamsburg,40.707258,-73.93397209999999,Private room,220.0,1,3,2023-12-18,0.94,35,0,3,Exempt,4.33 ,1,1,1
48194167,Rental unit in The Bronx · 1 bedroom · 1 bed · 1 shared bath,388818764,Mildred,Bronx,University Heights,40.85615,-73.9152,Private room,55.0,30,2,2021-03-21,0.06,1,0,0,No License,No rating,1,1,1
661761693245194085,Home in Queens · ★4.82 · 1 bedroom · 1 bed · 1 private bath,45400201,Shauna,Queens,Flushing,40.75972,-73.81527,Private room,69.0,30,28,2023-12-22,1.54,6,55,12,No License,4.82 ,1,1,1
235951,Condo in New York · ★4.69 · 1 bedroom · 1 bed · 1 bath,1236070,Daniel,Manhattan,Midtown,40.75408,-73.97071,Entire home/apt,188.0,30,155,2023-12-01,1.04,1,91,6,No License,4.69 ,1,1,1
48298348,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 private bath,309612914,Abeer,Queens,East Elmhurst,40.76366,-73.86133,Private room,99.0,30,6,2022-02-20,0.18,6,0,0,No License,5.0 ,1,1,1
367810,Loft in Brooklyn · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,1728785,Veronika,Brooklyn,Greenpoint,40.73626,-73.95634,Private room,180.0,30,11,2023-04-19,0.12,1,3,1,No License,5.0 ,2,1,1
271694,Rental unit in New York · ★4.11 · 1 bedroom · 1 bed · 1 bath,1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125.0,365,19,2015-09-08,0.13,1,0,0,No License,4.11 ,1,1,1
13213869,Rental unit in New York · ★4.90 · 1 bedroom · 1 bed · Shared half-bath,38284609,Emily,Manhattan,Washington Heights,40.84387,-73.94179,Private room,85.0,30,10,2020-01-02,0.11,1,0,0,No License,4.90 ,1,1,1.5
13325767,Rental unit in Brooklyn · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,10864311,Habib,Brooklyn,Clinton Hill,40.69257,-73.96887,Private room,75.0,30,9,2019-08-26,0.11,1,0,0,No License,4.33 ,1,1,1
48676880,Rental unit in Queens · 1 bedroom · 1 bed · 1 private bath,349342033,Andrea,Queens,Ridgewood,40.70349,-73.90875,Private room,100.0,30,1,2021-04-24,0.03,1,0,0,No License,No rating,1,1,1
47942202,Home in Brooklyn · ★4.50 · 1 bedroom · 1 bed · 1 bath,43825074,Masud,Brooklyn,Cypress Hills,40.68693,-73.87378,Private room,38.0,30,4,2023-09-01,0.12,7,285,2,No License,4.50 ,1,1,1
881361770950607277,Home in Queens · ★4.67 · Studio · 3 beds · 1 shared bath,500477805,Rebecca,Queens,Flushing,40.75713694266302,-73.81348864217891,Private room,121.0,30,3,2023-06-12,0.39,3,364,3,No License,4.67 ,Studio,3,1
39125813,Rental unit in Staten Island · ★5.0 · 1 bedroom · 3 beds · 1 bath,77290831,Nas,Staten Island,Prince's Bay,40.52339,-74.20517,Entire home/apt,118.0,30,3,2022-06-25,0.15,1,179,0,No License,5.0 ,1,3,1
1126944,Home in Brooklyn · ★4.67 · 3 bedrooms · 5 beds · 3 baths,128663,Tina,Brooklyn,Kensington,40.63866,-73.9715,Entire home/apt,109.0,30,3,2023-09-02,0.03,1,0,1,No License,4.67 ,3,5,3
53832868,Home in Staten Island · ★4.74 · 1 bedroom · 2 beds · 1 bath,39553567,Bianca,Staten Island,Port Richmond,40.62866,-74.14578,Entire home/apt,75.0,30,35,2023-10-10,1.43,2,339,14,No License,4.74 ,1,2,1
1027808,Loft in New York · ★4.87 · 2 bedrooms · 1 bed · 2 baths,5655889,East Village Loft,Manhattan,East Village,40.72154,-73.98174,Entire home/apt,450.0,30,54,2023-11-05,0.42,1,355,2,No License,4.87 ,2,1,2
1203627,Rental unit in Long Island City · ★3.67 · 1 bedroom · 1 bed · 1 bath,6455628,Teddy,Queens,Astoria,40.76299,-73.92416,Private room,90.0,30,3,2013-09-11,0.02,1,279,0,No License,3.67 ,1,1,1
1146653,Condo in New York · ★4.90 · 2 bedrooms · 1 bed · 1 bath,836168,Henry,Manhattan,Upper West Side,40.79296,-73.96499,Entire home/apt,1000.0,30,23,2016-01-27,0.18,10,364,0,No License,4.90 ,2,1,1
843491,Home in Queens · ★4.75 · 1 bedroom · 1 bed · 1 private bath,4241953,Celeste,Queens,Flushing,40.75869,-73.80992,Private room,98.0,30,12,2021-10-20,0.12,3,268,0,No License,4.75 ,1,1,1
20801864,Home in Bronx · ★4.87 · 2 bedrooms · 1 bed · 1 bath,77750223,Mercedes,Bronx,Clason Point,40.8159,-73.86486,Private room,114.0,30,15,2019-10-25,0.2,2,177,0,No License,4.87 ,2,1,1
3840324,Rental unit in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 bath,10366196,Matt,Brooklyn,Williamsburg,40.70824,-73.94681,Entire home/apt,120.0,30,18,2021-01-01,0.16,1,0,0,No License,4.94 ,1,1,1
4089102,Rental unit in Brooklyn · ★4.66 · 2 bedrooms · 2 beds · 1 bath,21183428,Jae,Brooklyn,Bedford-Stuyvesant,40.68401,-73.95626,Entire home/apt,170.0,30,298,2023-11-25,2.64,2,12,37,No License,4.66 ,2,2,1
847982758332013388,Home in Brooklyn · ★4.58 · 1 bedroom · 2 beds · 1 private bath,505586331,Lizeth,Brooklyn,Gravesend,40.6023553,-73.9902915,Private room,100.0,30,19,2023-10-08,2.22,1,180,19,No License,4.58 ,1,2,1
48851559,Rental unit in Queens · 1 bedroom · 1 bath,3711407,Andy,Queens,Long Island City,40.74726,-73.94574,Entire home/apt,168.0,30,1,2021-10-15,0.04,1,9,0,No License,No rating,1,1,1
48867046,Rental unit in New York · ★5.0 · Studio · 1 bed · 1 bath,384559808,Best Inns USA,Manhattan,Gramercy,40.7338,-73.98532,Entire home/apt,80.0,30,8,2023-08-04,0.27,30,17,2,No License,5.0 ,Studio,1,1
3359510,Serviced apartment in Brooklyn · ★4.95 · Studio · 2 beds · 1 private bath,7503643,Vida,Brooklyn,Greenpoint,40.72623,-73.94128,Hotel room,135.0,30,21,2023-11-15,0.19,18,249,2,No License,4.95 ,Studio,2,1
724798950643635174,Rental unit in Brooklyn · ★4.78 · 1 bedroom · 1 bed · 1 bath,29344465,Rondell,Brooklyn,East Flatbush,40.64546,-73.9429,Entire home/apt,100.0,30,50,2023-12-04,3.75,1,83,44,No License,4.78 ,1,1,1
3394517,Rental unit in New York · ★4.75 · 3 bedrooms · 1 bed · 1.5 shared baths,17125263,Mario,Manhattan,East Harlem,40.80303,-73.93888,Private room,49.0,30,83,2020-03-26,0.74,2,0,0,No License,4.75 ,3,1,1.5
681231713021457400,Rental unit in Brooklyn · ★4.83 · 2 bedrooms · 3 beds · 1 bath,132551372,Zhong Xuan,Brooklyn,Kensington,40.633670359069306,-73.97068361550586,Entire home/apt,120.0,30,23,2023-12-06,3.45,1,100,23,No License,4.83 ,2,3,1
49057864,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,22103146,Kyra,Manhattan,Washington Heights,40.85373,-73.93614,Private room,65.0,30,1,2021-08-18,0.03,2,0,0,No License,No rating,1,1,1
43197566,Rental unit in Staten Island · ★4.73 · 2 bedrooms · 4 beds · 1 bath,338412156,Michael,Staten Island,St. George,40.64557,-74.08443,Entire home/apt,160.0,30,48,2023-09-04,1.49,3,364,10,No License,4.73 ,2,4,1
4847177,Condo in Brooklyn · 2 bedrooms · 2 beds · 1 bath,24940913,Nina,Brooklyn,Boerum Hill,40.68574,-73.99055,Entire home/apt,140.0,30,1,2015-07-28,0.01,1,0,0,No License,No rating,2,2,1
807172063275763015,Home in Queens · ★4.50 · 6 bedrooms · 8 beds · 4 baths,496749638,B,Queens,South Ozone Park,40.66493199052873,-73.81553072356431,Entire home/apt,900.0,30,14,2023-10-13,1.4,2,365,14,No License,4.50 ,6,8,4
49124837,Hotel in New York · ★4.80 · Studio · 1 bed · 1 private bath,383332265,Tyler,Manhattan,Chelsea,40.74766,-73.99227,Private room,999.0,1,10,2021-09-22,0.31,9,0,0,Exempt,4.80 ,Studio,1,1
6523409,Rental unit in brooklyn · ★4.53 · 1 bedroom · 1 bed · 1 bath,2124716,Jules,Brooklyn,Park Slope,40.66923,-73.98134,Private room,99.0,30,99,2017-09-18,0.97,1,0,0,No License,4.53 ,1,1,1
839839486162945362,Rental unit in Brooklyn · 1 bedroom · 3 beds · 1 bath,56410716,Robin,Brooklyn,Crown Heights,40.6782079578601,-73.95278473749403,Entire home/apt,95.0,30,1,2023-06-20,0.15,1,0,1,No License,No rating,1,3,1
648733025832739455,Rental unit in The Bronx · ★4.15 · 1 bedroom · 1 bed · 1 bath,375297023,Andrew,Bronx,Wakefield,40.88353,-73.85161,Entire home/apt,123.0,30,27,2023-10-28,1.86,1,365,16,No License,4.15 ,1,1,1
702182051146913189,Home in Queens · 3 bedrooms · 6 beds · 1 bath,183178516,Lucky Day Realty Corp.,Queens,Forest Hills,40.73234627912838,-73.84721231911035,Entire home/apt,418.0,30,1,2023-08-07,0.2,7,365,1,No License,No rating,3,6,1
722328771203163875,Rental unit in Queens · ★4.79 · 2 bedrooms · 4 beds · 1 private bath,328093301,Sebastian,Queens,Springfield Gardens,40.67406,-73.76267,Private room,130.0,2,43,2023-12-28,2.75,1,357,32,OSE-STRREG-0000942,4.79 ,2,4,1
25476838,Rental unit in Bronx · ★5.0 · 1 bedroom · 2 beds · 1 bath,78289814,Tamara,Bronx,North Riverdale,40.90341,-73.90199,Entire home/apt,130.0,30,46,2022-12-14,0.68,1,150,0,No License,5.0 ,1,2,1
702005190750685766,Rental unit in The Bronx · ★4.45 · 2 bedrooms · 2 beds · 1 bath,274452385,Koffi,Bronx,Belmont,40.85532,-73.88953,Entire home/apt,191.0,30,40,2023-09-04,2.45,3,365,29,No License,4.45 ,2,2,1
762599172570463796,Rental unit in Queens · ★4.58 · Studio · 2 beds · 1 bath,102833442,Vixen,Queens,Corona,40.736906,-73.861374,Entire home/apt,60.0,30,12,2023-07-16,0.94,1,203,11,No License,4.58 ,Studio,2,1
620503641723291705,Rental unit in Bronx · ★5.0 · 2 bedrooms · 3 beds · 1 bath,97328229,Jaime,Bronx,Tremont,40.84208,-73.8911,Entire home/apt,120.0,30,5,2023-12-20,0.26,6,348,2,No License,5.0 ,2,3,1
995731222790857879,Home in Brooklyn · ★4.67 · 5 bedrooms · 9 beds · 3.5 baths,391579286,Avraham,Brooklyn,Flatbush,40.646408565462536,-73.95306680690926,Entire home/apt,460.0,2,6,2024-01-04,2.17,5,214,6,Exempt,4.67 ,5,9,3.5
49275777,Rental unit in Brooklyn · ★4.46 · 1 bedroom · 2 beds · 1 bath,75248463,Jotham,Brooklyn,East Flatbush,40.64509,-73.94641,Entire home/apt,200.0,30,13,2022-05-14,0.4,6,289,0,No License,4.46 ,1,2,1
51425482,Condo in New York · ★4.86 · 1 bedroom · 1 bath,380355687,Eddie,Manhattan,West Village,40.733143,-74.009605,Entire home/apt,200.0,700,7,2023-11-18,0.25,1,95,5,No License,4.86 ,1,1,1
564552665997526321,Rental unit in Queens · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,411757269,Javier,Queens,Elmhurst,40.73279,-73.87233,Private room,70.0,31,52,2023-06-12,2.32,4,90,8,No License,4.42 ,1,1,1
28838614,Rental unit in Queens · ★4.81 · 1 bedroom · 2 beds · 1 bath,73638523,Stephany,Queens,Queens Village,40.72122,-73.75003,Entire home/apt,88.0,30,63,2023-09-30,0.99,1,297,2,No License,4.81 ,1,2,1
52553133,Rental unit in New York · ★3.84 · 1 bedroom · 1 bed · 1 bath,423873487,Shoreham,Manhattan,Midtown,40.76301,-73.97743,Entire home/apt,174.0,1,25,2023-01-16,1.11,44,0,1,Exempt,3.84 ,1,1,1
52553514,Rental unit in New York · ★4.27 · 1 bedroom · 1 bed · 1 bath,423873487,Shoreham,Manhattan,Midtown,40.76314,-73.97703,Entire home/apt,179.0,1,26,2023-01-02,0.96,44,0,0,Exempt,4.27 ,1,1,1
52553544,Rental unit in New York · ★4.21 · 1 bedroom · 1 bed · 1 bath,423873487,Shoreham,Manhattan,Midtown,40.76344,-73.97524,Entire home/apt,172.0,1,38,2023-01-22,1.41,44,0,1,Exempt,4.21 ,1,1,1
49732450,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 shared bath,401096854,Jonatah,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91827,Private room,95.0,30,4,2022-12-01,0.13,9,0,0,No License,5.0 ,1,1,1
52566357,Condo in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 bath,24740457,Max,Brooklyn,Greenpoint,40.73261,-73.95662,Entire home/apt,125.0,60,43,2023-10-01,1.56,1,35,15,No License,4.93 ,1,1,1
50504090,Rental unit in Brooklyn · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,223558519,Tarrus,Brooklyn,Prospect-Lefferts Gardens,40.65823,-73.95602,Private room,50.0,30,70,2023-06-24,2.38,2,0,3,No License,4.61 ,1,1,1
50802956,Townhouse in New York · ★4.77 · 1 bedroom · 2 beds · 1 private bath,5406114,Tiffany,Manhattan,Harlem,40.81204,-73.94234,Private room,179.0,30,44,2023-10-31,1.73,1,332,19,No License,4.77 ,1,2,1
848096495893199846,Townhouse in Queens · 1 bedroom · 1 bed · 1 shared bath,19303369,Hiroki,Queens,Elmhurst,40.72826121795386,-73.87504157984996,Private room,30.0,30,2,2023-09-06,0.38,267,25,2,No License,No rating,1,1,1
15158194,Rental unit in New York · ★4.40 · 1 bedroom · 1 bed · 1 bath,7245581,Michael,Manhattan,Washington Heights,40.83501,-73.93934,Entire home/apt,84.0,75,10,2023-08-14,0.12,16,363,1,No License,4.40 ,1,1,1
849085936171946701,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 bath,78469790,Gary,Brooklyn,Fort Greene,40.68794,-73.97203,Entire home/apt,120.0,30,1,2023-07-24,0.18,1,0,1,No License,No rating,1,1,1
945007284377459483,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,528289924,Steven,Manhattan,Harlem,40.82022268787563,-73.9458042383194,Entire home/apt,74.0,30,1,2023-11-14,0.56,2,51,1,No License,No rating,1,1,1
1025490208137991575,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,306654226,Vicky,Manhattan,Hell's Kitchen,40.75704,-73.99068,Entire home/apt,428.0,2,3,2023-12-18,3.0,1,269,3,OSE-STRREG-0000069,5.0 ,1,1,1
50915627,Condo in New York · ★4.75 · 1 bedroom · 1 bed · 1 bath,594816,George,Manhattan,Chelsea,40.73867,-73.99878,Entire home/apt,275.0,30,4,2022-10-08,0.14,1,364,0,No License,4.75 ,1,1,1
51143675,Home in Brooklyn · ★4.53 · 2 bedrooms · 10 beds · 1 bath,411034737,Peter,Brooklyn,East Flatbush,40.6398509,-73.9366136,Entire home/apt,250.0,30,17,2023-11-04,1.05,11,349,11,No License,4.53 ,2,10,1
51901717,Rental unit in New York · 1 bedroom · 1 bed · 1.5 baths,4493085,Babak,Manhattan,Financial District,40.70401,-74.00919,Entire home/apt,325.0,30,2,2022-07-31,0.07,1,0,0,No License,No rating,1,1,1.5
51821915,Serviced apartment in New York · 1 bedroom · 2 beds · 1 bath,163251048,Global Luxury,Manhattan,Midtown,40.755878,-73.963348,Entire home/apt,348.0,30,1,2021-12-14,0.04,5,363,0,No License,No rating,1,2,1
51196430,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,395699445,Busra,Queens,Sunnyside,40.74431,-73.92326,Private room,56.0,30,1,2021-08-17,0.03,1,0,0,No License,No rating,1,1,1
53384597,Rental unit in Queens · 1 bedroom · 1 bed · 1 bath,123320165,Murah,Queens,Astoria,40.76769,-73.91048,Entire home/apt,120.0,30,1,2021-11-28,0.04,1,0,0,No License,No rating,1,1,1
9548422,Loft in Brooklyn · 1 bedroom · 1 bed · 1 bath,5053976,Una,Brooklyn,Bedford-Stuyvesant,40.68977,-73.95835,Private room,45.0,30,2,2021-12-15,0.02,4,310,0,No License,No rating,1,1,1
602019372802508438,Home in Bronx · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,156583372,Patrick,Bronx,Allerton,40.859352,-73.864983,Private room,45.0,30,17,2023-09-11,0.8,8,0,4,No License,4.94 ,1,1,1
681164404044413348,Rental unit in Brooklyn · ★4.67 · 1 bedroom · 1 bed · 1 bath,19758179,Telmo,Brooklyn,Bushwick,40.70095,-73.91389,Entire home/apt,89.0,30,6,2023-11-26,0.47,9,343,5,No License,4.67 ,1,1,1
13187006,Rental unit in Queens · ★4.58 · 1 bedroom · 3 beds · 1 bath,62668424,Tain,Queens,Sunnyside,40.7435,-73.915,Entire home/apt,116.0,30,24,2022-06-06,0.27,3,365,0,No License,4.58 ,1,3,1
9725508,Serviced apartment in Brooklyn · ★4.76 · Studio · 2 beds · 1 bath,16437254,Benjamin,Brooklyn,Boerum Hill,40.68812,-73.9854,Entire home/apt,95.0,30,25,2023-09-28,0.27,17,241,5,No License,4.76 ,Studio,2,1
831167886889726935,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,266577166,Jhoan,Brooklyn,Bushwick,40.69679,-73.91672,Private room,40.0,30,13,2023-09-23,1.29,5,205,13,No License,5.0 ,1,1,1
583428565614956095,Rental unit in New York · ★4.70 · Studio · 1 bed · 1 bath,95303084,David,Manhattan,Upper West Side,40.78823,-73.96957,Entire home/apt,200.0,30,53,2023-12-07,2.52,9,365,28,No License,4.70 ,Studio,1,1
41567947,Rental unit in Brooklyn · ★5.0 · Studio · 2 beds · 1 bath,327541101,Felicita,Brooklyn,Bushwick,40.70541,-73.92392,Entire home/apt,100.0,30,18,2023-09-30,0.42,1,359,2,No License,5.0 ,Studio,2,1
1001737519563399181,Rental unit in Brooklyn · 1 bedroom · 2 beds · 1 bath,32212,Rodney,Brooklyn,Bedford-Stuyvesant,40.68884467682968,-73.9303994005861,Entire home/apt,108.0,30,1,2023-12-01,0.81,2,340,1,No License,No rating,1,2,1
39702571,Rental unit in Brooklyn · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,165136941,Silvia,Brooklyn,Bedford-Stuyvesant,40.68561,-73.94407,Private room,123.0,1,51,2023-12-24,1.01,2,148,27,Exempt,4.86 ,1,1,1
42888442,Rental unit in New York · ★4.60 · 2 bedrooms · 2 beds · 1 bath,113723310,MyNyHousing,Manhattan,Upper East Side,40.77328,-73.95003,Entire home/apt,206.0,30,10,2023-10-31,0.24,60,280,3,No License,4.60 ,2,2,1
53662451,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1.5 baths,14456700,Simone,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95666,Entire home/apt,225.0,30,1,2023-06-12,0.14,1,154,1,No License,No rating,1,1,1.5
898904640609152150,Rental unit in Brooklyn · ★4.96 · 2 bedrooms · 3 beds · 1 bath,3631391,Katy,Brooklyn,Bushwick,40.6882214,-73.9141898,Entire home/apt,103.0,30,28,2023-11-25,3.84,1,266,28,No License,4.96 ,2,3,1
945577590097526499,Home in Brooklyn · 1 bedroom · 1 bed · 1 bath,1637060,Caio,Brooklyn,Crown Heights,40.67764152475653,-73.94111200319608,Private room,80.0,30,1,2023-10-16,0.36,3,361,1,No License,No rating,1,1,1
46070335,Rental unit in Brooklyn · 1 bedroom · 1 bed · 2 shared baths,3223938,Eugene,Brooklyn,Bushwick,40.69005,-73.92008,Private room,35.0,90,1,2021-05-31,0.03,589,289,0,No License,No rating,1,1,2
26641779,Rental unit in Brooklyn  · ★4.94 · 2 bedrooms · 2 beds · 1 bath,182152235,Tyrone,Brooklyn,Bedford-Stuyvesant,40.68834,-73.95842,Entire home/apt,350.0,30,124,2023-12-03,1.87,2,88,15,No License,4.94 ,2,2,1
43744465,Earthen home in Brooklyn · 1 bedroom · 2 beds · 1 shared bath,272888515,Mark,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91738,Private room,75.0,30,1,2021-07-08,0.03,2,178,0,No License,No rating,1,2,1
